,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Label,Score,contest_id,contestant_id,won,probability,market_dividend,ability
16,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,MM,0.5065,16,0,1,0.49350000000000005,2.0263424518743665,0.012920839080434766
1086,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.5065,16,1,0,0.5065,1.974333662388944,-0.010215216584493366
1087,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5146,17,0,1,0.48540000000000005,2.0601565718994643,0.02868342955282395
17,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5146,17,1,0,0.5146,1.94325689856199,-0.023229183750061923
18,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5146,18,1,0,0.5146,1.94325689856199,-0.023229183750061923
1088,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5146,18,0,1,0.48540000000000005,2.0601565718994643,0.02868342955282395
1089,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.5553,19,0,0,0.4447,2.24870699347875,0.10297714400442147
19,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.5553,19,1,1,0.5553,1.8008283810552854,-0.0936635497117269
1090,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.5844,20,0,0,0.41559999999999997,2.4061597690086622,0.16360189739846082
20,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.5844,20,1,1,0.5844,1.7111567419575633,-0.1381425768850504
1091,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.5844,21,0,0,0.41559999999999997,2.4061597690086622,0.16360189739846082
21,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.5844,21,1,1,0.5844,1.7111567419575633,-0.1381425768850504
1092,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.6191,22,0,0,0.3809,2.625360987135731,0.23602489515321512
22,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.6191,22,1,1,0.6191,1.6152479405588758,-0.19371029631355804
23,24,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.7952,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.662,23,1,1,0.662,1.510574018126888,-0.25557188244908263
1093,24,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.7952,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.662,23,0,0,0.33799999999999997,2.958579881656805,0.33599404421868845
24,25,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.83616,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.6136,24,1,1,0.6136,1.6297262059973923,-0.18483057148211643
1094,25,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.83616,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.6136,24,0,0,0.38639999999999997,2.587991718426501,0.22402836763370418
25,26,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.6663,25,1,1,0.6663,1.5008254539997,-0.26185584965624337
1095,26,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.6663,25,0,0,0.3337,2.9967036260113873,0.34654014173305175
26,27,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.6136,26,1,1,0.6136,1.6297262059973923,-0.18483057148211643
1096,27,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.6136,26,0,0,0.38639999999999997,2.587991718426501,0.22402836763370418
27,28,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.6136,27,1,1,0.6136,1.6297262059973923,-0.18483057148211643
1097,28,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.6136,27,0,0,0.38639999999999997,2.587991718426501,0.22402836763370418
1098,29,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.932891,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.632,28,0,0,0.368,2.717391304347826,0.26513571383057627
28,29,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.932891,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.632,28,1,1,0.632,1.5822784810126582,-0.21257781468713138
29,30,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.946313,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.6057,29,1,1,0.6057,1.6509823344890209,-0.17240614159285844
1099,30,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.946313,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.6057,29,0,0,0.3943,2.53613999492772,0.2064746908529581
30,31,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.5073,30,1,1,0.5073,1.9712201852946976,-0.011486079407272021
1100,31,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.5073,30,0,0,0.4927,2.029632636492795,0.014494504586130708
31,32,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.6032,31,1,1,0.6032,1.6578249336870028,-0.1685320719481307
1101,32,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.6032,31,0,0,0.39680000000000004,2.5201612903225805,0.20086084858388475
1102,33,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.68,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,CH,0.526,32,1,0,0.526,1.9011406844106462,-0.04210859110523415
32,33,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.68,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.526,32,0,1,0.474,2.109704641350211,0.0502441012503893
1103,34,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.68,1.69,1.69,0.0,No,0.0,0.0,0.0,2,CH,0.5231,33,0,1,0.4769,2.0968756552736423,0.04482678965473511
33,34,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.68,1.69,1.69,0.0,No,0.0,0.0,0.0,2,CH,0.5231,33,1,0,0.5231,1.9116803670426303,-0.037242148746560975
34,35,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.544,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.5369,34,1,1,0.5369,1.8625442354255912,-0.06080049166255071
1104,35,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.544,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.5369,34,0,0,0.46309999999999996,2.1593608291945587,0.07020764775915207
1105,36,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.6352,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.545,35,0,0,0.45499999999999996,2.197802197802198,0.0846481897056072
35,36,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.6352,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.545,35,1,1,0.545,1.8348623853211008,-0.07511335877191838
1106,37,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.70816,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.6191,36,0,0,0.3809,2.625360987135731,0.23602489515321512
36,37,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.70816,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.6191,36,1,1,0.6191,1.6152479405588758,-0.19371029631355804
1107,38,CH,277,1,1.99,2.13,0.24,0.0,0,0,0.7952,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.6367,37,0,0,0.36329999999999996,2.7525461051472617,0.2757560735772396
37,38,CH,277,1,1.99,2.13,0.24,0.0,0,0,0.7952,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.6367,37,1,1,0.6367,1.5705983979896339,-0.2192697868861201
38,39,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4,MM,0.5473,38,0,0,0.4527,2.208968411751712,0.08868902847371778
1108,39,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4,CH,0.5473,38,1,1,0.5473,1.827151470856934,-0.07924518240444081
39,40,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.920961,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.5925,39,1,1,0.5925,1.6877637130801686,-0.15100451072495977
1109,40,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.920961,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.5925,39,0,0,0.4075,2.4539877300613497,0.17983414451725957
1110,41,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.936769,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.5925,40,0,0,0.4075,2.4539877300613497,0.17983414451725957
40,41,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.936769,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.5925,40,1,1,0.5925,1.6877637130801686,-0.15100451072495977
41,42,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.949415,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.6049,41,1,1,0.6049,1.653165812530997,-0.17116929412077408
1111,42,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.949415,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.6049,41,0,0,0.3951,2.531004808909137,0.20467538330258803
1112,43,CH,233,4,1.79,2.09,0.0,0.0,0,0,0.959532,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.6258,42,0,0,0.3742,2.672367717797969,0.2509502719341314
42,43,CH,233,4,1.79,2.09,0.0,0.0,0,0,0.959532,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.6258,42,1,1,0.6258,1.5979546180888462,-0.20391608875099465
1113,44,CH,236,4,1.79,2.09,0.0,0.0,0,0,0.967626,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.6258,43,0,0,0.3742,2.672367717797969,0.2509502719341314
43,44,CH,236,4,1.79,2.09,0.0,0.0,0,0,0.967626,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.6258,43,1,1,0.6258,1.5979546180888462,-0.20391608875099465
44,45,MM,237,4,1.79,2.09,0.0,0.0,0,0,0.9741,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.6258,44,1,0,0.6258,1.5979546180888462,-0.20391608875099465
1114,45,MM,237,4,1.79,2.09,0.0,0.0,0,0,0.9741,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.6258,44,0,1,0.3742,2.672367717797969,0.2509502719341314
1115,46,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.77928,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.6334,45,0,0,0.36660000000000004,2.7277686852154934,0.26831105671405064
45,46,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.77928,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.6334,45,1,1,0.6334,1.5787811809283234,-0.21455972553499403
46,47,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.823424,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5989,46,1,1,0.5989,1.6697278343629989,-0.16141689565110454
1116,47,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.823424,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5989,46,0,0,0.4011,2.4931438544003988,0.19242789720735026
1117,48,CH,245,4,1.99,2.23,0.0,0.0,0,0,0.858739,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,47,0,0,0.3943,2.53613999492772,0.2064746908529581
47,48,CH,245,4,1.99,2.23,0.0,0.0,0,0,0.858739,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,47,1,1,0.6057,1.6509823344890209,-0.17240614159285844
1118,49,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.886992,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,48,0,0,0.3943,2.53613999492772,0.2064746908529581
48,49,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.886992,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,48,1,1,0.6057,1.6509823344890209,-0.17240614159285844
49,50,CH,247,4,1.99,2.23,0.0,0.0,0,0,0.909593,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,49,1,1,0.6057,1.6509823344890209,-0.17240614159285844
1119,50,CH,247,4,1.99,2.23,0.0,0.0,0,0,0.909593,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,49,0,0,0.3943,2.53613999492772,0.2064746908529581
1120,51,MM,248,4,1.99,2.23,0.0,0.0,0,0,0.927675,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,50,0,1,0.3943,2.53613999492772,0.2064746908529581
50,51,MM,248,4,1.99,2.23,0.0,0.0,0,0,0.927675,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6057,50,1,0,0.6057,1.6509823344890209,-0.17240614159285844
51,52,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.74214,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5727,51,1,1,0.5727,1.7461148943600489,-0.12016769566764447
1121,52,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.74214,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5727,51,0,0,0.4273,2.340276152586005,0.13955164191686573
52,53,CH,252,4,1.99,2.23,0.0,0.0,0,0,0.793712,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5989,52,1,1,0.5989,1.6697278343629989,-0.16141689565110454
1122,53,CH,252,4,1.99,2.23,0.0,0.0,0,0,0.793712,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5989,52,0,0,0.4011,2.4931438544003988,0.19242789720735026
1123,54,MM,254,4,1.99,2.29,0.0,0.0,1,0,0.834969,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6068,53,0,1,0.3932,2.5432349949135302,0.20894213832976885
53,54,MM,254,4,1.99,2.29,0.0,0.0,1,0,0.834969,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6068,53,1,0,0.6068,1.6479894528675016,-0.17411315714350423
1124,55,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.667976,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.545,54,0,0,0.45499999999999996,2.197802197802198,0.0846481897056072
54,55,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.667976,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.545,54,1,1,0.545,1.8348623853211008,-0.07511335877191838
55,56,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.73438,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.5807,55,1,1,0.5807,1.7220595832615808,-0.13238221998160002
1125,56,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.73438,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.5807,55,0,0,0.4193,2.3849272597185784,0.15607489830646998
56,57,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.787504,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4,CH,0.5935,56,1,1,0.5935,1.6849199663016006,-0.1526167330842966
1126,57,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.787504,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4,CH,0.5935,56,0,0,0.4065,2.4600246002460024,0.181815206672098
57,58,CH,258,4,1.99,2.29,0.0,0.0,0,0,0.830003,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6068,57,1,1,0.6068,1.6479894528675016,-0.17411315714350423
1127,58,CH,258,4,1.99,2.29,0.0,0.0,0,0,0.830003,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6068,57,0,0,0.3932,2.5432349949135302,0.20894213832976885
58,59,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.864003,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.6508,58,1,1,0.6508,1.5365703749231714,-0.23970703583188468
1128,59,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.864003,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.6508,58,0,0,0.34919999999999995,2.8636884306987405,0.30800357487286106
59,60,CH,259,4,1.99,2.29,0.0,0.0,0,0,0.891202,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6136,59,1,1,0.6136,1.6297262059973923,-0.18483057148211643
1129,60,CH,259,4,1.99,2.29,0.0,0.0,0,0,0.891202,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6136,59,0,0,0.38639999999999997,2.587991718426501,0.22402836763370418
60,61,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.912962,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.6057,60,1,1,0.6057,1.6509823344890209,-0.17240614159285844
1130,61,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.912962,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.6057,60,0,0,0.3943,2.53613999492772,0.2064746908529581
61,62,CH,263,4,1.99,2.09,0.0,0.0,0,0,0.930369,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.6057,61,1,1,0.6057,1.6509823344890209,-0.17240614159285844
1131,62,CH,263,4,1.99,2.09,0.0,0.0,0,0,0.930369,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.6057,61,0,0,0.3943,2.53613999492772,0.2064746908529581
1132,63,MM,265,4,1.99,2.09,0.1,0.0,0,0,0.944296,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.6057,62,0,1,0.3943,2.53613999492772,0.2064746908529581
62,63,MM,265,4,1.99,2.09,0.1,0.0,0,0,0.944296,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.6057,62,1,0,0.6057,1.6509823344890209,-0.17240614159285844
1133,64,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.755436,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.5989,63,0,0,0.4011,2.4931438544003988,0.19242789720735026
63,64,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.755436,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.5989,63,1,1,0.5989,1.6697278343629989,-0.16141689565110454
1134,65,CH,266,4,1.99,2.09,0.1,0.0,0,0,0.804349,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.5989,64,0,0,0.4011,2.4931438544003988,0.19242789720735026
64,65,CH,266,4,1.99,2.09,0.1,0.0,0,0,0.804349,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.5989,64,1,1,0.5989,1.6697278343629989,-0.16141689565110454
1135,66,CH,267,4,1.99,2.09,0.1,0.0,0,0,0.843479,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.6057,65,0,0,0.3943,2.53613999492772,0.2064746908529581
65,66,CH,267,4,1.99,2.09,0.1,0.0,0,0,0.843479,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.6057,65,1,1,0.6057,1.6509823344890209,-0.17240614159285844
