,Unnamed: 0,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Label,Score,contest_id,contestant_id,won,probability,market_dividend,ability,posterior,prior
10,1075,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.9831,5,0,0,0.0169,59.171597633136,2.347547377682839,0.006917599186164801,0.0176
11,5,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.9831,5,1,1,0.9831,1.0171905197843556,-0.6572814395348244,0.9930824008138353,0.9824
12,1076,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.9733,6,0,0,0.0266999999999999,37.453183520599325,2.085903212368843,0.007436480066102045,0.0296
13,6,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.9733,6,1,1,0.9733,1.0274324463166546,-0.6477536939479717,0.9925635199338979,0.9704
14,1077,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9808,7,0,0,0.0191999999999999,52.08333333333335,2.2757587234581584,0.005708460754332314,0.0194
15,7,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9808,7,1,1,0.9808,1.0195758564437194,-0.655093840587389,0.9942915392456677,0.9806
16,1078,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9815,8,0,0,0.0184999999999999,54.05405405405417,2.2954187379571254,0.00550346514472075,0.0188
17,8,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9815,8,1,1,0.9815,1.018848700967906,-0.6557599979892251,0.9944965348552792,0.9812
18,1079,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9797,9,0,0,0.0202999999999999,49.2610837438424,2.244740722555827,0.007544861337683523,0.0208
19,9,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9797,9,1,1,0.9797,1.0207206287639072,-0.6540672811952994,0.9924551386623165,0.9792
20,1080,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.9839,10,0,0,0.0161,62.11180124223601,2.373944470499564,0.005901505901505902,0.0184
21,10,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.9839,10,1,1,0.9839,1.0163634515702815,-0.6580343583841207,0.994098494098494,0.9816
22,1081,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9959,11,0,0,0.0040999999999999,243.90243902439067,3.074350012702796,0.001607717041800643,0.0046
23,11,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9959,11,1,1,0.9959,1.0041168792047397,-0.6682552912797926,0.9983922829581994,0.9954
24,12,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.9618,12,1,1,0.9618,1.039717196922437,-0.636255935780754,0.9894124974050239,0.9628
25,1082,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.9618,12,0,0,0.0382,26.178010471204185,1.8719764093255968,0.010587502594976095,0.03720000000000001
26,13,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9661,13,1,1,0.9661,1.0350895352447986,-0.640639964044196,0.993178999586606,0.9698
27,1083,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9661,13,0,0,0.0339,29.49852507374628,1.9448836365358908,0.006821000413393952,0.030200000000000005
28,1084,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9631,14,0,0,0.0369,27.100271002709995,1.892062868258696,0.008704663212435234,0.036
29,14,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9631,14,1,1,0.9631,1.0383137784238397,-0.637654513032132,0.9912953367875648,0.964
30,1085,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9697,15,0,0,0.0302999999999999,33.003300330033014,2.0109195561338438,0.009332227291580257,0.0352
31,15,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9697,15,1,1,0.9697,1.0312467773538208,-0.6442517856583185,0.9906677727084198,0.9648
32,16,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,MM,0.6471,16,0,1,0.3529,2.833663927458204,0.2988645307567137,0.8726549175667994,0.3568
33,1086,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.6471,16,1,0,0.6471,1.5453562046051614,-0.2344726997944032,0.12734508243320064,0.6432
34,1087,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.6559,17,1,0,0.6559,1.5246226558926663,-0.2468421687570857,0.1237054085155351,0.6482
35,17,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.6559,17,0,1,0.3440999999999999,2.9061319383900037,0.3208447042063301,0.8762945914844649,0.3518
36,18,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.5478,18,0,1,0.4522,2.21141088014153,0.0895640366747144,0.8873177198409191,0.4516
37,1088,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5478,18,1,0,0.5478,1.8254837531945969,-0.0801474289406296,0.11268228015908088,0.5484
38,1089,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8511,19,0,0,0.1489,6.715916722632638,0.9644341704557824,0.03164556962025317,0.1436
39,19,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8511,19,1,1,0.8511,1.1749500646222537,-0.5098066448903549,0.9683544303797469,0.8564
40,1090,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9375,20,0,0,0.0625,16.0,1.5599718649512313,0.019206145966709345,0.0678
41,20,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9375,20,1,1,0.9375,1.0666666666666669,-0.6119655011663618,0.9807938540332907,0.9322
42,1091,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.9583,21,0,0,0.0416999999999999,23.980815347721848,1.8173067406208467,0.01084689194826867,0.0392
43,21,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.9583,21,1,1,0.9583,1.0435145570280704,-0.6328273715877195,0.9891531080517313,0.9608
44,1092,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9761,22,0,0,0.0239,41.84100418410036,2.1513665429326907,0.003693823106915658,0.0208
45,22,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9761,22,1,1,0.9761,1.0244851961889152,-0.6505447262887002,0.9963061768930843,0.9792
46,23,24,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.7952,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.992,23,1,1,0.992,1.0080645161290325,-0.6652532917463252,0.9969739761952794,0.9906
47,1093,24,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.7952,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.992,23,0,0,0.008,124.99999999999989,2.745266552925232,0.0030260238047206123,0.009399999999999964
48,24,25,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.83616,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9851,24,1,1,0.9851,1.015125367982946,-0.6591517309046719,0.994724025974026,0.985
49,1094,25,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.83616,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9851,24,0,0,0.0149,67.11409395973143,2.4158472502113253,0.005275974025974017,0.015000000000000013
50,25,26,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9933,25,1,1,0.9933,1.0067451927917044,-0.6663418147925779,0.997583081570997,0.994
51,1095,26,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9933,25,0,0,0.0067,149.2537313432827,2.8346813987110315,0.0024169184290030454,0.006000000000000005
52,26,27,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9892,26,1,1,0.9892,1.0109179134654267,-0.6628653276383113,0.9967617891115159,0.9882
53,1096,27,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9892,26,0,0,0.0108,92.59259259259233,2.588363248745778,0.0032382108884840832,0.011800000000000033
54,27,28,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9899,27,1,1,0.9899,1.0102030508132134,-0.6634733161925053,0.9973747980613893,0.9908
55,1097,28,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9899,27,0,0,0.0100999999999999,99.00990099009904,2.624191402570659,0.0026252019386107106,0.009199999999999986
56,1098,29,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.932891,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9864,28,0,0,0.0135999999999999,73.52941176470618,2.4663449782366724,0.004046125834513453,0.012
57,28,29,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.932891,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9864,28,1,1,0.9864,1.013787510137875,-0.6603538888226576,0.9959538741654865,0.988
58,29,30,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.946313,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9886,29,1,1,0.9886,1.0115314586283632,-0.6623338321150484,0.9963636363636363,0.9896
59,1099,30,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.946313,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9886,29,0,0,0.0113999999999999,87.7192982456143,2.5609787027272954,0.0036363636363636598,0.010399999999999965
60,30,31,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.6907,30,1,1,0.6907,1.4478065730418417,-0.2994701412336062,0.9376646180860404,0.6826
61,1100,31,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.6907,30,0,0,0.3093,3.2331070158422244,0.4050967080532844,0.0623353819139596,0.3174
62,31,32,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9761,31,1,1,0.9761,1.0244851961889152,-0.6505447262887002,0.9930342143003483,0.9772
63,1101,32,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9761,31,0,0,0.0239,41.84100418410036,2.1513665429326907,0.006965785699651672,0.022800000000000042
64,1102,33,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.68,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,CH,0.6441,32,1,0,0.6441,1.552553951249806,-0.2300305886206057,0.13432017543859648,0.6396
65,32,33,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.68,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.6441,32,0,1,0.3559,2.809778027535825,0.2922527752103829,0.8656798245614035,0.36040000000000005
66,1103,34,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.68,1.69,1.69,0.0,No,0.0,0.0,0.0,2,CH,0.5234,33,1,0,0.5234,1.9105846388995036,-0.0377435325741372,0.11106364801366937,0.5298
67,33,34,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.68,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.5234,33,0,1,0.4766,2.09819555182543,0.0453893064668401,0.8889363519863306,0.47019999999999995
68,34,35,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.544,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.8364,34,1,1,0.8364,1.1956001912960306,-0.4915182280241195,0.9667940754897276,0.8394
69,1104,35,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.544,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.8364,34,0,0,0.1635999999999999,6.112469437652813,0.8947725069891135,0.03320592451027238,0.16059999999999997
70,1105,36,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.6352,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.9143,35,0,0,0.0857,11.668611435239209,1.3517473760394534,0.0217296827466319,0.0792
71,35,36,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.6352,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.9143,35,1,1,0.9143,1.0937329104232747,-0.5847280996260807,0.9782703172533681,0.9208
72,1106,37,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.70816,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.9649,36,0,0,0.0351,28.490028490028475,1.9232394775164767,0.011221945137157107,0.0376
73,36,37,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.70816,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.9649,36,1,1,0.9649,1.0363768266141569,-0.6394442078315717,0.9887780548628429,0.9624
74,1107,38,CH,277,1,1.99,2.13,0.24,0.0,0,0,0.7952,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.9793,37,0,0,0.0207,48.30917874396123,2.233432192479131,0.005323505323505323,0.021
75,37,38,CH,277,1,1.99,2.13,0.24,0.0,0,0,0.7952,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.9793,37,1,1,0.9793,1.0211375472276116,-0.6537266680992392,0.9946764946764947,0.979
76,38,39,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4,CH,0.5806,38,1,1,0.5806,1.722356183258698,-0.1322275195283779,0.9151724137931034,0.575
77,1108,39,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4,CH,0.5806,38,0,0,0.4194,2.384358607534573,0.1558704695933064,0.08482758620689657,0.42500000000000004
78,39,40,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.920961,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9473,39,1,1,0.9473,1.0556317956296843,-0.6217536382310536,0.990295358649789,0.9512
79,1109,40,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.920961,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9473,39,0,0,0.0526999999999999,18.975332068311207,1.6703476706091995,0.009704641350210985,0.048799999999999955
80,1110,41,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.936769,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9538,40,0,0,0.0462,21.64502164502164,1.754172870718154,0.012161878800587125,0.0442
81,40,41,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.936769,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9538,40,1,1,0.9538,1.0484378276368211,-0.6282750396828667,0.9878381211994128,0.9558
82,41,42,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.949415,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9734,41,1,1,0.9734,1.027326895418122,-0.6475781392543,0.9929853517639777,0.9706
83,1111,42,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.949415,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9734,41,0,0,0.0265999999999999,37.59398496240608,2.087973881832182,0.0070146482360222695,0.02939999999999998
84,1112,43,CH,233,4,1.79,2.09,0.0,0.0,0,0,0.959532,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9826,42,0,0,0.0173999999999999,57.47126436781619,2.3310195703679235,0.004882017900732303,0.0172
85,42,43,CH,233,4,1.79,2.09,0.0,0.0,0,0,0.959532,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9826,42,1,1,0.9826,1.017708121310808,-0.6568064165605594,0.9951179820992677,0.9828
86,1113,44,CH,236,4,1.79,2.09,0.0,0.0,0,0,0.967626,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9828,43,0,0,0.0171999999999999,58.13953488372096,2.3376354360984903,0.006896551724137931,0.0162
87,43,44,CH,236,4,1.79,2.09,0.0,0.0,0,0,0.967626,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9828,43,1,1,0.9828,1.0175010175010175,-0.6569964440992798,0.993103448275862,0.9838
88,44,45,MM,237,4,1.79,2.09,0.0,0.0,0,0,0.9741,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9841,44,1,0,0.9841,1.01615689462453,-0.658205763243667,0.2911392405063291,0.9842
89,1114,45,MM,237,4,1.79,2.09,0.0,0.0,0,0,0.9741,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9841,44,0,1,0.0159,62.89308176100619,2.380538881746657,0.7088607594936709,0.015800000000000036
90,1115,46,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.77928,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.956,45,0,0,0.044,22.72727272727271,1.7838958680291714,0.011316010058675607,0.0444
91,45,46,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.77928,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.956,45,1,1,0.956,1.0460251046025104,-0.630530996039867,0.9886839899413244,0.9556
92,46,47,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.823424,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9539,46,1,1,0.9539,1.048327916972429,-0.6283758593613896,0.9904086738949124,0.9604
93,1116,47,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.823424,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9539,46,0,0,0.0461,21.691973969631224,1.7555274292156022,0.009591326105087616,0.03959999999999997
94,1117,48,CH,245,4,1.99,2.23,0.0,0.0,0,0,0.858739,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9575,47,0,0,0.0424999999999999,23.52941176470589,1.8047570811269855,0.009820309235269536,0.042
95,47,48,CH,245,4,1.99,2.23,0.0,0.0,0,0,0.858739,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9575,47,1,1,0.9575,1.0443864229765012,-0.6320447115950473,0.9901796907647304,0.958
96,1118,49,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.886992,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.949,48,0,0,0.051,19.60784313725489,1.6903589414148483,0.016037138636843216,0.0548
97,48,49,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.886992,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.949,48,1,1,0.949,1.053740779768177,-0.6235017911517706,0.9839628613631568,0.9452
98,49,50,CH,247,4,1.99,2.23,0.0,0.0,0,0,0.909593,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9481,49,1,1,0.9481,1.0547410610695074,-0.6226082874050316,0.9874240201215678,0.9534
99,1119,50,CH,247,4,1.99,2.23,0.0,0.0,0,0,0.909593,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9481,49,0,0,0.0518999999999999,19.267822736030848,1.6797402160081056,0.012575979878432175,0.046599999999999975
100,1120,51,MM,248,4,1.99,2.23,0.0,0.0,0,0,0.927675,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6075,50,0,1,0.3924999999999999,2.547770700636943,0.2105083712349977,0.8799384299640841,0.3894
101,50,51,MM,248,4,1.99,2.23,0.0,0.0,0,0,0.927675,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.6075,50,1,0,0.6075,1.6460905349794237,-0.1752032800813909,0.12006157003591589,0.6106
102,51,52,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.74214,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9465,51,1,1,0.9465,1.056524035921817,-0.6209541931571056,0.9856084656084656,0.9464
103,1121,52,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.74214,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9465,51,0,0,0.0534999999999999,18.691588785046733,1.6608924238971174,0.0143915343915344,0.05359999999999998
104,52,53,CH,252,4,1.99,2.23,0.0,0.0,0,0,0.793712,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9532,52,1,1,0.9532,1.049097775912715,-0.6276715211854267,0.984750365573428,0.955
105,1122,53,CH,252,4,1.99,2.23,0.0,0.0,0,0,0.793712,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9532,52,0,0,0.0467999999999999,21.367521367521388,1.7460383374430766,0.015249634426572012,0.04500000000000004
106,1123,54,MM,254,4,1.99,2.29,0.0,0.0,1,0,0.834969,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6061,53,0,1,0.3939,2.5387154100025384,0.2073728268685511,0.8871873404798366,0.3936
107,53,54,MM,254,4,1.99,2.29,0.0,0.0,1,0,0.834969,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.6061,53,1,0,0.6061,1.649892756970797,-0.173026022548267,0.1128126595201634,0.6064
108,1124,55,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.667976,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.7589,54,0,0,0.2410999999999999,4.14765657403567,0.6021288701106419,0.05227213028631468,0.2352
109,54,55,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.667976,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.7589,54,1,1,0.7589,1.3176966662274343,-0.3920445427671362,0.9477278697136853,0.7648
110,55,56,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.73438,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9398,55,1,1,0.9398,1.0640561821664185,-0.6142673169869899,0.9814814814814815,0.936
111,1125,56,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.73438,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9398,55,0,0,0.0602,16.611295681063115,1.5837710287236444,0.01851851851851849,0.06399999999999995
112,56,57,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.787504,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4,CH,0.8899,56,1,1,0.8899,1.123721766490617,-0.5546181021702851,0.9752196440639783,0.8882
113,1126,57,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.787504,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4,CH,0.8899,56,0,0,0.1100999999999999,9.082652134423254,1.180457685981237,0.02478035593602168,0.11180000000000001
