,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Label,Score,contest_id,contestant_id,won,probability,market_dividend,ability
51,52,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.74214,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9254,51,1,1,0.9254,1.080613788631943,-1.0211235715711608
1121,52,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.74214,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9254,51,0,0,0.0746,13.404825737265416,1.0211235715711608
52,53,CH,252,4,1.99,2.23,0.0,0.0,0,0,0.793712,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9486,52,1,1,0.9486,1.0541851149061776,-1.1543729185888556
1122,53,CH,252,4,1.99,2.23,0.0,0.0,0,0,0.793712,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9486,52,0,0,0.0514,19.455252918287936,1.1543729185888558
1123,54,MM,254,4,1.99,2.29,0.0,0.0,1,0,0.834969,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9655,53,0,1,0.034499999999999975,28.985507246376834,1.2870415607567631
53,54,MM,254,4,1.99,2.29,0.0,0.0,1,0,0.834969,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9655,53,1,0,0.9655,1.0357327809425168,-1.2870415607567631
1124,55,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.667976,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.8985,54,0,0,0.10150000000000003,9.85221674876847,0.9010904079862441
54,55,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.667976,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.8985,54,1,1,0.8985,1.1129660545353368,-0.9010904079862441
55,56,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.73438,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9348,55,1,1,0.9348,1.069747539580659,-1.070601080901958
1125,56,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.73438,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9348,55,0,0,0.06520000000000004,15.337423312883427,1.070601080901958
56,57,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.787504,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4,CH,0.8085,56,1,1,0.8085,1.2368583797155226,-0.6172658629043962
1126,57,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.787504,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4,CH,0.8085,56,0,0,0.1915,5.221932114882507,0.6172658629043962
57,58,CH,258,4,1.99,2.29,0.0,0.0,0,0,0.830003,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9668,57,1,1,0.9668,1.034340091021928,-1.2993994318372675
1127,58,CH,258,4,1.99,2.29,0.0,0.0,0,0,0.830003,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9668,57,0,0,0.03320000000000001,30.120481927710838,1.2993994318372675
58,59,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.864003,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9838,58,1,1,0.9838,1.0164667615368976,-1.514297862333076
1128,59,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.864003,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9838,58,0,0,0.016199999999999992,61.72839506172843,1.514297862333076
59,60,CH,259,4,1.99,2.29,0.0,0.0,0,0,0.891202,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9786,59,1,1,0.9786,1.0218679746576742,-1.4333115784905632
1129,60,CH,259,4,1.99,2.29,0.0,0.0,0,0,0.891202,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9786,59,0,0,0.021399999999999975,46.728971962616875,1.4333115784905632
60,61,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.912962,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.9706,60,1,1,0.9706,1.030290541932825,-1.3374363462313386
1130,61,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.912962,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.9706,60,0,0,0.02939999999999998,34.01360544217689,1.3374363462313386
61,62,CH,263,4,1.99,2.09,0.0,0.0,0,0,0.930369,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.9746,61,1,1,0.9746,1.0260619741432382,-1.3820410225937865
1131,62,CH,263,4,1.99,2.09,0.0,0.0,0,0,0.930369,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.9746,61,0,0,0.025399999999999978,39.37007874015752,1.3820410225937865
1132,63,MM,265,4,1.99,2.09,0.1,0.0,0,0,0.944296,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.9824,62,0,1,0.01759999999999995,56.81818181818198,1.4905070028427347
62,63,MM,265,4,1.99,2.09,0.1,0.0,0,0,0.944296,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.9824,62,1,0,0.9824,1.017915309446254,-1.490507002842735
1133,64,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.755436,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.934,63,0,0,0.06599999999999995,15.151515151515163,1.0660371835161975
63,64,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.755436,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.934,63,1,1,0.934,1.070663811563169,-1.0660371835161975
1134,65,CH,266,4,1.99,2.09,0.1,0.0,0,0,0.804349,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.9531,64,0,0,0.04690000000000005,21.321961620469057,1.1861262894573072
64,65,CH,266,4,1.99,2.09,0.1,0.0,0,0,0.804349,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.9531,64,1,1,0.9531,1.0492078480747036,-1.1861262894573072
1135,66,CH,267,4,1.99,2.09,0.1,0.0,0,0,0.843479,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.9646,65,0,0,0.03539999999999999,28.248587570621478,1.2784847171016105
