,Unnamed: 0,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Label,Score,contest_id,contestant_id,won,probability,market_dividend,ability_lr,ability_lightgbm,ability_lda,ability_gbc
10,1075,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.9874,5,0,0,0.0125999999999999,79.36507936507971,1.5836011751175645,1.3330607601909854,1.4362397652576524,0.7386192576069095
11,5,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.9874,5,1,1,0.9874,1.0127607859023695,-1.5836011751175647,-1.3330607601909854,-1.4362397652576524,-0.7386192576069095
12,1076,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.9622,6,0,0,0.0377999999999999,26.45502645502649,1.2574270458885617,1.0591828773546164,1.1773723257549866,0.7745205751873105
13,6,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.9622,6,1,1,0.9622,1.0392849719393058,-1.2574270458885617,-1.0591828773546164,-1.1773723257549866,-0.7745205751873105
14,1077,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9708,7,0,0,0.0292,34.246575342465746,1.3396222557567394,1.0591828773546164,1.3807771467049044,0.5884042159801953
15,7,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9708,7,1,1,0.9708,1.0300782859497322,-1.3396222557567397,-1.0591828773546164,-1.3807771467049044,-0.5884042159801953
16,1078,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9798,8,0,0,0.0201999999999999,49.50495049504951,1.4508629472122236,1.0591828773546164,1.4072411458192464,0.6238464778633279
17,8,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9798,8,1,1,0.9798,1.0206164523372117,-1.4508629472122236,-1.0591828773546164,-1.4072411458192464,-0.6238464778633279
18,1079,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9806,9,0,0,0.0193999999999999,51.54639175257739,1.462517773385509,1.0591828773546164,1.4210340282664438,0.6238464778633279
19,9,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9806,9,1,1,0.9806,1.0197838058331634,-1.462517773385509,-1.0591828773546164,-1.4210340282664438,-0.6238464778633279
20,1080,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.9897,10,0,0,0.0102999999999999,97.08737864077692,1.6383050833070167,1.319257899624553,1.6631288365693555,0.7371204076730686
21,10,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.9897,10,1,1,0.9897,1.010407194099222,-1.6383050833070167,-1.319257899624553,-1.6631288365693555,-0.7371204076730686
22,1081,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.997,11,0,0,0.003,333.33333333333303,1.944789720246066,1.7183104555343285,1.909198331350534,1.2101122259702777
23,11,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.997,11,1,1,0.997,1.0030090270812435,-1.944789720246066,-1.7183104555343285,-1.9091983313505343,-1.2101122259702772
24,12,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.9427,12,1,1,0.9427,1.0607828577490188,-1.116482732227421,-0.7320220920125136,-1.120995486788821,-0.3997704100695403
25,1082,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.9427,12,0,0,0.0573,17.452006980802786,1.116482732227421,0.7320220920125136,1.1209954867888208,0.3997704100695403
26,13,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9386,13,1,1,0.9386,1.0654165778819518,-1.0922145545104966,-1.0423429008345313,-1.0905119203523808,-0.9233718001005408
27,1083,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9386,13,0,0,0.0614,16.28664495114006,1.0922145545104966,1.0423429008345313,1.0905119203523808,0.9233718001005408
28,1084,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9196,14,0,0,0.0804,12.437810945273627,0.9921829479914004,1.0488940673337706,1.1052410629325444,0.8350733759780105
29,14,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9196,14,1,1,0.9196,1.087429317094389,-0.9921829479914004,-1.0488940673337706,-1.1052410629325444,-0.8350733759780105
30,1085,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9418,15,0,0,0.0582,17.182130584192432,1.1106742982633686,1.0488940673337706,1.226732793118988,0.8350733759780105
31,15,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9418,15,1,1,0.9418,1.0617965597791463,-1.1106742982633686,-1.0488940673337706,-1.226732793118988,-0.8350733759780105
32,16,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,MM,0.6277,16,0,1,0.3722999999999999,2.6860059092130006,0.2309348196899263,0.0655040697108513,0.3269125067968262,0.1203326291127601
33,1086,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.6277,16,1,0,0.6277,1.5931177314003504,-0.2309348196899263,-0.0655040697108513,-0.3269125067968262,-0.1203326291127601
34,1087,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.586,17,1,0,0.586,1.706484641638225,-0.1537452229134135,-0.1024172703477804,-0.2371989440658073,-0.1061122859927549
35,17,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.586,17,0,1,0.414,2.4154589371980677,0.1537452229134135,0.1024172703477804,0.2371989440658073,0.1061122859927549
36,18,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.6065,18,0,1,0.3934999999999999,2.541296060991105,0.190958415371605,0.1024172703477804,0.158773385628511,0.2335144351951508
37,1088,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.6065,18,1,0,0.6065,1.6488046166529264,-0.190958415371605,-0.1024172703477804,-0.158773385628511,-0.2335144351951508
38,1089,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8185,19,0,0,0.1815,5.5096418732782375,0.64367188434875,0.5726846284983818,0.6139756909726284,0.5360800284789775
39,19,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8185,19,1,1,0.8185,1.221747098350641,-0.64367188434875,-0.5726846284983818,-0.6139756909726284,-0.5360800284789775
40,1090,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9009,20,0,0,0.0990999999999999,10.090817356205855,0.9108191441525708,0.9096034988236076,0.901090407986244,0.7920299484792146
41,20,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9009,20,1,1,0.9009,1.11000111000111,-0.9108191441525708,-0.9096034988236076,-0.901090407986244,-0.7920299484792146
42,1091,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.904,21,0,0,0.0959999999999999,10.41666666666667,0.9233718001005408,1.0546124938584525,1.0292196773276714,0.8970344462646376
43,21,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.904,21,1,1,0.904,1.106194690265487,-0.9233718001005408,-1.0546124938584525,-1.0292196773276714,-0.8970344462646376
44,1092,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9609,22,0,0,0.0391,25.575447570332464,1.2466677653359906,1.2899276459289102,1.259079442027027,0.8715429559799824
45,22,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9609,22,1,1,0.9609,1.0406910188365075,-1.2466677653359906,-1.2899276459289102,-1.2590794420270268,-0.8715429559799824
46,23,24,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.7952,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.989,23,1,1,0.989,1.0111223458038423,-1.620966915918145,-1.6279355904679194,-1.6046589795480912,-1.2101122259702772
47,1093,24,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.7952,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.989,23,0,0,0.011,90.90909090909084,1.620966915918145,1.6279355904679194,1.6046589795480912,1.2101122259702777
48,24,25,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.83616,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9779,24,1,1,0.9779,1.0225994477962983,-1.4235366521533028,-1.2775317739883252,-1.443579430289185,-0.9505854715822551
49,1094,25,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.83616,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9779,24,0,0,0.0221,45.24886877828053,1.4235366521533028,1.2775317739883252,1.4435794302891851,0.9505854715822551
50,25,26,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9907,25,1,1,0.9907,1.009387301907742,-1.6658779489056847,-1.6279355904679194,-1.6856067825407868,-1.2101122259702772
51,1095,26,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.868928,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9907,25,0,0,0.0092999999999999,107.5268817204304,1.6658779489056847,1.6279355904679194,1.6856067825407866,1.2101122259702777
52,26,27,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9854,26,1,1,0.9854,1.0148163182463974,-1.5434800212529236,-1.4110076226562294,-1.5692901366367398,-0.962809445895832
53,1096,27,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9854,26,0,0,0.0145999999999999,68.49315068493176,1.5434800212529236,1.4110076226562294,1.5692901366367398,0.962809445895832
54,27,28,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9874,27,1,1,0.9874,1.0127607859023695,-1.5836011751175647,-1.4110076226562294,-1.611656267421172,-0.962809445895832
55,1097,28,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9874,27,0,0,0.0125999999999999,79.36507936507971,1.5836011751175645,1.4110076226562294,1.611656267421172,0.962809445895832
56,1098,29,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.932891,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9912,28,0,0,0.0088,113.63636363636324,1.679597151481934,1.4435794302891851,1.649354722716125,0.8306876890864128
57,28,29,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.932891,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9912,28,1,1,0.9912,1.0088781275221954,-1.6795971514819337,-1.443579430289185,-1.649354722716125,-0.8306876890864128
58,29,30,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.946313,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9784,29,1,1,0.9784,1.0220768601798855,-1.4303814079420545,-1.1963144626315856,-1.5494514500955687,-0.8350733759780105
59,1099,30,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.946313,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9784,29,0,0,0.0215999999999999,46.2962962962964,1.4303814079420547,1.1963144626315856,1.5494514500955687,0.8350733759780105
60,30,31,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.5851,30,1,1,0.5851,1.7091095539224066,-0.1521291547697955,-0.2989141125907725,-0.2118304819173689,-0.4071260528845271
61,1100,31,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.5851,30,0,0,0.4149,2.410219329959026,0.1521291547697955,0.2989141125907725,0.2118304819173689,0.4071260528845271
62,31,32,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9599,31,1,1,0.9599,1.0417751849150954,-1.2383734670221256,-1.3050825980652363,-1.191951644288496,-1.1861262894573072
63,1101,32,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9599,31,0,0,0.0401,24.93765586034911,1.2383734670221256,1.3050825980652363,1.191951644288496,1.1861262894573072
64,1102,33,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.68,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,CH,0.6176,32,1,0,0.6176,1.6191709844559583,-0.2120202851158091,-0.2508277934197955,-0.187922338711681,-0.1012999126587189
65,32,33,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.68,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.6176,32,0,1,0.3823999999999999,2.6150627615062763,0.2120202851158091,0.2508277934197955,0.187922338711681,0.1012999126587189
66,1103,34,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.68,1.69,1.69,0.0,No,0.0,0.0,0.0,2,CH,0.7578,33,0,1,0.2421999999999999,4.128819157720892,0.4945541901599572,0.4231292840929082,0.495214990943115,0.3408394497517717
67,33,34,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.68,1.69,1.69,0.0,No,0.0,0.0,0.0,2,CH,0.7578,33,1,0,0.7578,1.3196093956188968,-0.4945541901599572,-0.4231292840929082,-0.495214990943115,-0.3408394497517717
68,34,35,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.544,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.6511,34,1,1,0.6511,1.5358623867301489,-0.2744430654784349,-0.3259326248499449,-0.3269125067968262,-0.4740951740496696
69,1104,35,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.544,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.6511,34,0,0,0.3489,2.866150759529952,0.2744430654784349,0.3259326248499449,0.3269125067968262,0.4740951740496696
70,1105,36,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.6352,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.8015,35,0,0,0.1985,5.037783375314861,0.5995477058830365,0.5939769252714067,0.6776649447896297,0.6666121379877289
71,35,36,CH,256,3,1.99,2.29,0.0,0.0,0,0,0.6352,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.8015,35,1,1,0.8015,1.2476606363069245,-0.5995477058830365,-0.5939769252714067,-0.6776649447896297,-0.6666121379877289
72,1106,37,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.70816,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.9194,36,0,0,0.0806,12.406947890818858,0.9912802332667472,1.220899623225797,1.098452570048867,0.9245864677090418
73,36,37,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.70816,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.9194,36,1,1,0.9194,1.0876658690450294,-0.9912802332667472,-1.220899623225797,-1.098452570048867,-0.9245864677090418
74,1107,38,CH,277,1,1.99,2.13,0.24,0.0,0,0,0.7952,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.9535,37,0,0,0.0464999999999999,21.505376344086027,1.1890400510352863,1.4853923636146082,1.323214208054716,1.1197066137476928
75,37,38,CH,277,1,1.99,2.13,0.24,0.0,0,0,0.7952,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.9535,37,1,1,0.9535,1.048767697954903,-1.1890400510352863,-1.4853923636146082,-1.3232142080547158,-1.1197066137476928
76,38,39,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4,MM,0.7797,38,0,0,0.2203,4.539264639128461,0.5458776813508217,0.4977987662135327,0.3497719386841998,0.1264452567469764
77,1108,39,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4,CH,0.7797,38,1,1,0.7797,1.2825445684237529,-0.5458776813508217,-0.4977987662135327,-0.3497719386841998,-0.1264452567469764
78,39,40,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.920961,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.928,39,1,1,0.928,1.0775862068965516,-1.0342703122524255,-0.8478539389282037,-0.9474134912859428,-0.8032424325315526
79,1109,40,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.920961,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.928,39,0,0,0.0719999999999999,13.888888888888898,1.0342703122524255,0.8478539389282037,0.9474134912859428,0.8032424325315526
80,1110,41,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.936769,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9581,40,0,0,0.0419,23.86634844868732,1.2234006139226294,0.8478539389282037,1.2433520678781536,0.7404175040827354
81,40,41,CH,229,4,1.79,1.79,0.0,0.0,0,0,0.936769,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9581,40,1,1,0.9581,1.0437323870159692,-1.2234006139226294,-0.8478539389282037,-1.2433520678781536,-0.7404175040827354
82,41,42,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.949415,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9617,41,1,1,0.9617,1.0398253093480296,-1.2532903875505823,-0.8478539389282037,-1.2737173836609976,-0.7404175040827354
83,1111,42,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.949415,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.9617,41,0,0,0.0383,26.109660574412533,1.2532903875505828,0.8478539389282037,1.2737173836609976,0.7404175040827354
84,1112,43,CH,233,4,1.79,2.09,0.0,0.0,0,0,0.959532,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9802,42,0,0,0.0198,50.505050505050406,1.456694416823178,1.4097525307706218,1.519372322495162,0.7982971980514149
85,42,43,CH,233,4,1.79,2.09,0.0,0.0,0,0,0.959532,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9802,42,1,1,0.9802,1.0201999591920017,-1.456694416823178,-1.4097525307706218,-1.519372322495162,-0.7982971980514149
86,1113,44,CH,236,4,1.79,2.09,0.0,0.0,0,0,0.967626,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9816,43,0,0,0.0183999999999999,54.3478260869566,1.4770391266984126,1.4097525307706218,1.5414875252434035,0.7982971980514149
87,43,44,CH,236,4,1.79,2.09,0.0,0.0,0,0,0.967626,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9816,43,1,1,0.9816,1.0187449062754683,-1.4770391266984126,-1.4097525307706218,-1.5414875252434035,-0.7982971980514149
88,44,45,MM,237,4,1.79,2.09,0.0,0.0,0,0,0.9741,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9825,44,1,0,0.9825,1.0178117048346056,-1.4922103761154792,-1.4097525307706218,-1.5573992570304829,-0.7982971980514149
89,1114,45,MM,237,4,1.79,2.09,0.0,0.0,0,0,0.9741,2.09,1.79,0.3,No,0.0,0.0,0.3,4,CH,0.9825,44,0,1,0.0174999999999999,57.14285714285728,1.4922103761154792,1.4097525307706218,1.5573992570304829,0.7982971980514149
90,1115,46,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.77928,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.9525,45,0,0,0.0474999999999999,21.052631578947373,1.1817516815890134,1.2899276459289102,1.2508085251522232,0.7125048785804404
91,45,46,CH,240,4,1.79,2.23,0.0,0.0,0,0,0.77928,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.9525,45,1,1,0.9525,1.0498687664041997,-1.1817516815890134,-1.2899276459289102,-1.2508085251522232,-0.7125048785804404
92,46,47,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.823424,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9264,46,1,1,0.9264,1.079447322970639,-1.0261890390018449,-0.9763760297298486,-1.2050396412285993,-0.7794799814813052
93,1116,47,CH,244,4,1.99,2.23,0.0,0.0,0,0,0.823424,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9264,46,0,0,0.0736,13.58695652173913,1.0261890390018449,0.9763760297298486,1.2050396412285993,0.7794799814813052
94,1117,48,CH,245,4,1.99,2.23,0.0,0.0,0,0,0.858739,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9416,47,0,0,0.0584,17.123287671232873,1.1093886585065789,0.9763760297298486,1.2879773076159282,0.816085002705735
95,47,48,CH,245,4,1.99,2.23,0.0,0.0,0,0,0.858739,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9416,47,1,1,0.9416,1.0620220900594732,-1.1093886585065789,-0.9763760297298486,-1.2879773076159282,-0.816085002705735
96,1118,49,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.886992,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9516,48,0,0,0.0484,20.66115702479339,1.175180855238721,1.1274339645780729,1.3527164737585478,0.816085002705735
97,48,49,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.886992,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9516,48,1,1,0.9516,1.0508617065994117,-1.175180855238721,-1.1274339645780724,-1.3527164737585475,-0.816085002705735
98,49,50,CH,247,4,1.99,2.23,0.0,0.0,0,0,0.909593,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9585,49,1,1,0.9585,1.0432968179447053,-1.226732793118988,-1.1274339645780724,-1.4034710521294214,-0.816085002705735
99,1119,50,CH,247,4,1.99,2.23,0.0,0.0,0,0,0.909593,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9585,49,0,0,0.0414999999999999,24.096385542168687,1.226732793118988,1.1274339645780729,1.4034710521294214,0.816085002705735
100,1120,51,MM,248,4,1.99,2.23,0.0,0.0,0,0,0.927675,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9633,50,0,1,0.0366999999999999,27.24795640326979,1.266508550425835,1.1274339645780729,1.4435794302891851,0.816085002705735
101,50,51,MM,248,4,1.99,2.23,0.0,0.0,0,0,0.927675,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.9633,50,1,0,0.9633,1.0380982040901068,-1.266508550425835,-1.1274339645780724,-1.443579430289185,-0.816085002705735
